transaction_id,week_start,region,state,city,store_id,product_id,product_name,category,brand,promotion_name,promotion_type,promotion_active,units_sold,revenue,discount_amount,inventory_before,inventory_after,customer_rating
102870,2026-02-16,South,Karnataka,Bangalore,STR109,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,152,3080.44,0.0,1211,1059,4.2
102871,2026-02-16,South,Karnataka,Bangalore,STR109,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,107,2165.98,0.0,1929,1822,4.2
102872,2026-02-16,South,Karnataka,Bangalore,STR109,P107,Amul Butter 100g,Dairy,Amul,,,False,109,5619.55,0.0,2476,2367,4.7
102873,2026-02-16,South,Karnataka,Bangalore,STR109,P110,Dove Soap 100g,Personal Care,Unilever,,,False,47,2597.84,0.0,851,804,4.4
102874,2026-02-16,South,Karnataka,Bangalore,STR109,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,90,3633.28,0.0,1746,1656,4.0
102875,2026-02-16,South,Karnataka,Bangalore,STR109,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,81,3282.35,0.0,1642,1561,4.0
102876,2026-02-16,South,Karnataka,Bangalore,STR109,P115,Vim Dishwash Bar,Household,Unilever,,,False,81,1592.99,0.0,1671,1590,4.3
102877,2026-02-16,South,Karnataka,Bangalore,STR110,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,33,3096.73,0.0,1802,1769,4.3
102878,2026-02-16,South,Karnataka,Bangalore,STR110,P114,Harpic 500ml,Household,Reckitt,,,False,38,3827.63,0.0,2572,2534,4.1
102879,2026-02-16,South,Karnataka,Bangalore,STR110,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,86,3922.81,0.0,2137,2051,4.7
102880,2026-02-16,South,Karnataka,Bangalore,STR110,P104,Lay's Classic 52g,Snacks,PepsiCo,Festive Combo,BOGO,True,121,1626.94,801.33,1497,1376,4.5
102881,2026-02-16,South,Karnataka,Bangalore,STR110,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,96,1951.22,0.0,1768,1672,3.9
102882,2026-02-16,South,Karnataka,Bangalore,STR110,P107,Amul Butter 100g,Dairy,Amul,,,False,66,3494.8,0.0,1623,1557,4.4
102883,2026-02-16,South,Karnataka,Bangalore,STR110,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,36,1437.33,0.0,1427,1391,4.2
102884,2026-02-16,South,Karnataka,Bangalore,STR110,P108,Amul Milk 1L,Dairy,Amul,Clearance Offer,Flat Discount,True,122,6807.58,1113.18,1360,1238,4.5
102885,2026-02-16,South,Karnataka,Bangalore,STR110,P115,Vim Dishwash Bar,Household,Unilever,,,False,64,1295.14,0.0,1657,1593,3.9
102886,2026-02-16,South,Karnataka,Bangalore,STR110,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,18,1759.61,0.0,1664,1646,4.0
102887,2026-02-16,South,Karnataka,Bangalore,STR110,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,137,1906.07,0.0,1659,1522,4.4
102888,2026-02-16,South,Karnataka,Bangalore,STR110,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,47,1896.3,0.0,4158,4111,4.1
102889,2026-02-16,South,Karnataka,Bangalore,STR110,P110,Dove Soap 100g,Personal Care,Unilever,,,False,65,3585.04,0.0,863,798,4.4
102890,2026-02-16,South,Karnataka,Bangalore,STR110,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,47,2781.14,0.0,1757,1710,4.3
102891,2026-02-16,South,Karnataka,Bangalore,STR110,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,20,4232.56,0.0,1604,1584,4.1
102892,2026-02-16,South,Karnataka,Bangalore,STR110,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,118,2337.8,0.0,1595,1477,4.4
102893,2026-02-16,South,Karnataka,Mysore,STR111,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,118,2398.09,0.0,696,578,4.3
102894,2026-02-16,South,Karnataka,Mysore,STR111,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,48,1903.5,0.0,3438,3390,4.1
102895,2026-02-16,South,Karnataka,Mysore,STR111,P113,Surf Excel 1kg,Household,Unilever,,,False,40,5568.82,0.0,1814,1774,4.3
102896,2026-02-16,South,Karnataka,Mysore,STR111,P117,Britannia Good Day 100g,Snacks,Britannia,Clearance Offer,BOGO,True,77,1539.42,758.22,1071,994,4.6
102897,2026-02-16,South,Karnataka,Mysore,STR111,P115,Vim Dishwash Bar,Household,Unilever,,,False,59,1160.63,0.0,1465,1406,3.9
102898,2026-02-16,South,Karnataka,Mysore,STR111,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,39,3889.09,0.0,1422,1383,4.0
102899,2026-02-16,South,Karnataka,Mysore,STR111,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,96,1934.16,0.0,1579,1483,3.9
102900,2026-02-16,South,Karnataka,Mysore,STR111,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,42,1713.53,0.0,1774,1732,4.0
102901,2026-02-16,South,Karnataka,Mysore,STR111,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,149,2090.4,0.0,1607,1458,4.6
102902,2026-02-16,South,Karnataka,Mysore,STR111,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,66,2633.51,0.0,939,873,4.1
102903,2026-02-16,South,Karnataka,Mysore,STR111,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,108,4941.84,0.0,534,426,4.5
102904,2026-02-16,South,Karnataka,Mysore,STR111,P110,Dove Soap 100g,Personal Care,Unilever,,,False,43,2400.21,0.0,2427,2384,4.5
102905,2026-02-16,South,Karnataka,Mysore,STR112,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,83,3286.28,0.0,723,640,3.9
102906,2026-02-16,South,Karnataka,Mysore,STR112,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,97,1970.1,0.0,1980,1883,4.0
102907,2026-02-16,South,Karnataka,Mysore,STR112,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,110,5018.24,0.0,1889,1779,4.4
102908,2026-02-16,South,Karnataka,Mysore,STR112,P107,Amul Butter 100g,Dairy,Amul,,,False,87,4605.94,0.0,1543,1456,4.6
102909,2026-02-16,South,Karnataka,Mysore,STR112,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,88,1763.7,0.0,1866,1778,3.9
102910,2026-02-16,South,Karnataka,Mysore,STR112,P114,Harpic 500ml,Household,Reckitt,,,False,47,4610.4,0.0,1803,1756,4.1
102911,2026-02-16,South,Karnataka,Mysore,STR112,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,83,3346.07,0.0,3419,3336,3.8
102912,2026-02-16,South,Karnataka,Mysore,STR112,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,34,3277.86,0.0,2907,2873,4.3
102913,2026-02-16,South,Karnataka,Mysore,STR112,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,29,2903.79,0.0,1573,1544,4.0
102914,2026-02-16,South,Karnataka,Mysore,STR112,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,212,3009.85,0.0,625,413,4.6
102915,2026-02-16,South,Karnataka,Mysore,STR112,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,28,5773.49,0.0,2465,2437,4.0
102916,2026-02-16,South,Karnataka,Mysore,STR112,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,117,4628.32,0.0,2688,2571,4.1
102917,2026-02-16,South,Karnataka,Mysore,STR112,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,101,3027.47,0.0,1836,1735,4.5
102918,2026-02-16,South,Karnataka,Mysore,STR112,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,114,2281.72,0.0,1657,1543,4.3
102919,2026-02-16,South,Karnataka,Mysore,STR112,P115,Vim Dishwash Bar,Household,Unilever,,,False,56,1122.11,0.0,2381,2325,4.1
102920,2026-02-16,South,Karnataka,Mysore,STR112,P110,Dove Soap 100g,Personal Care,Unilever,,,False,61,3351.55,0.0,1857,1796,4.7
102921,2026-02-16,South,Tamil Nadu,Chennai,STR113,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,89,2640.74,0.0,1989,1900,4.4
102922,2026-02-16,South,Tamil Nadu,Chennai,STR113,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,91,3665.65,0.0,2406,2315,4.0
102923,2026-02-16,South,Tamil Nadu,Chennai,STR113,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,40,2388.88,0.0,1778,1738,4.5
102924,2026-02-16,South,Tamil Nadu,Chennai,STR113,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,41,3966.85,0.0,2258,2217,4.4
102925,2026-02-16,South,Tamil Nadu,Chennai,STR113,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,107,2119.8,0.0,1782,1675,3.9
102926,2026-02-16,South,Tamil Nadu,Chennai,STR113,P107,Amul Butter 100g,Dairy,Amul,,,False,85,4459.35,0.0,1421,1336,4.8
102927,2026-02-16,South,Tamil Nadu,Chennai,STR113,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,25,2452.44,0.0,1738,1713,3.7
102928,2026-02-16,South,Tamil Nadu,Chennai,STR113,P108,Amul Milk 1L,Dairy,Amul,,,False,116,7593.02,0.0,1157,1041,4.4
102929,2026-02-16,South,Tamil Nadu,Chennai,STR113,P113,Surf Excel 1kg,Household,Unilever,,,False,40,5623.12,0.0,1994,1954,4.2
102930,2026-02-16,South,Tamil Nadu,Chennai,STR113,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,73,2975.51,0.0,1734,1661,4.0
102931,2026-02-16,South,Tamil Nadu,Chennai,STR113,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,104,2074.1,0.0,1567,1463,4.2
102932,2026-02-16,South,Tamil Nadu,Chennai,STR113,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,86,3847.18,0.0,1828,1742,4.9
102933,2026-02-16,South,Tamil Nadu,Chennai,STR113,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,36,7414.73,0.0,1966,1930,4.2
102934,2026-02-16,South,Tamil Nadu,Chennai,STR113,P115,Vim Dishwash Bar,Household,Unilever,,,False,45,883.0,0.0,1032,987,4.0
102935,2026-02-16,South,Tamil Nadu,Chennai,STR113,P103,Pepsi 500ml,Soft Drinks,PepsiCo,Festive Combo,Percentage Discount,True,71,2505.53,324.6,1688,1617,4.0
102936,2026-02-16,South,Tamil Nadu,Chennai,STR113,P114,Harpic 500ml,Household,Reckitt,,,False,49,4799.35,0.0,1874,1825,4.0
102937,2026-02-16,South,Tamil Nadu,Chennai,STR114,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,133,5972.28,0.0,963,830,4.8
102938,2026-02-16,South,Tamil Nadu,Chennai,STR114,P105,Kurkure Masala 55g,Snacks,PepsiCo,Clearance Offer,Percentage Discount,True,125,2283.91,186.03,1951,1826,4.1
102939,2026-02-16,South,Tamil Nadu,Chennai,STR114,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,81,3233.84,0.0,1221,1140,4.0
102940,2026-02-16,South,Tamil Nadu,Chennai,STR114,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,37,3663.45,0.0,1171,1134,4.0
102941,2026-02-16,South,Tamil Nadu,Chennai,STR114,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,105,2083.78,0.0,648,543,4.2
102942,2026-02-16,South,Tamil Nadu,Chennai,STR114,P115,Vim Dishwash Bar,Household,Unilever,,,False,64,1281.03,0.0,2116,2052,3.9
102943,2026-02-16,South,Tamil Nadu,Chennai,STR114,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,31,6606.49,0.0,1324,1293,4.2
102944,2026-02-16,South,Tamil Nadu,Chennai,STR114,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,92,2721.07,0.0,439,347,4.4
102945,2026-02-16,South,Tamil Nadu,Chennai,STR114,P114,Harpic 500ml,Household,Reckitt,,,False,42,4188.4,0.0,524,482,4.2
102946,2026-02-16,South,Tamil Nadu,Chennai,STR114,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,177,2474.08,0.0,787,610,4.4
102947,2026-02-16,South,Tamil Nadu,Chennai,STR114,P113,Surf Excel 1kg,Household,Unilever,,,False,62,8514.15,0.0,645,583,4.3
102948,2026-02-16,South,Tamil Nadu,Chennai,STR114,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,62,2449.17,0.0,867,805,4.4
102949,2026-02-16,South,Tamil Nadu,Chennai,STR114,P110,Dove Soap 100g,Personal Care,Unilever,,,False,71,3868.47,0.0,1493,1422,4.3
102950,2026-02-16,South,Tamil Nadu,Chennai,STR114,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,58,3501.12,0.0,2045,1987,4.4
102951,2026-02-16,South,Tamil Nadu,Chennai,STR114,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,132,2639.59,0.0,660,528,4.4
102952,2026-02-16,South,Tamil Nadu,Chennai,STR114,P108,Amul Milk 1L,Dairy,Amul,,,False,127,8251.08,0.0,978,851,4.6
102953,2026-02-16,South,Telangana,Hyderabad,STR115,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,149,2044.85,0.0,1602,1453,4.5
102954,2026-02-16,South,Telangana,Hyderabad,STR115,P107,Amul Butter 100g,Dairy,Amul,,,False,79,4086.99,0.0,2150,2071,4.5
102955,2026-02-16,South,Telangana,Hyderabad,STR115,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,62,5283.25,0.0,1900,1838,4.3
102956,2026-02-16,South,Telangana,Hyderabad,STR115,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,90,2699.45,0.0,2119,2029,4.3
102957,2026-02-16,South,Telangana,Hyderabad,STR115,P113,Surf Excel 1kg,Household,Unilever,,,False,46,6386.7,0.0,1175,1129,4.3
102958,2026-02-16,South,Telangana,Hyderabad,STR115,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,27,5594.67,0.0,2391,2364,4.0
102959,2026-02-16,South,Telangana,Hyderabad,STR115,P108,Amul Milk 1L,Dairy,Amul,,,False,103,6765.7,0.0,483,380,4.4
102960,2026-02-16,South,Telangana,Hyderabad,STR115,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,84,1662.47,0.0,1660,1576,4.5
102961,2026-02-16,South,Telangana,Hyderabad,STR115,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,27,2692.76,0.0,3171,3144,4.2
102962,2026-02-16,South,Telangana,Hyderabad,STR115,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,38,3607.56,0.0,1139,1101,4.2
102963,2026-02-16,South,Telangana,Hyderabad,STR115,P114,Harpic 500ml,Household,Reckitt,,,False,48,4691.51,0.0,2192,2144,4.3
102964,2026-02-16,South,Telangana,Hyderabad,STR115,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,61,2485.17,0.0,1629,1568,4.0
102965,2026-02-16,South,Telangana,Hyderabad,STR115,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,80,1599.98,0.0,1841,1761,4.2
102966,2026-02-16,South,Telangana,Hyderabad,STR116,P104,Lay's Classic 52g,Snacks,PepsiCo,Festive Combo,Flat Discount,True,103,1788.19,286.09,1343,1240,4.6
102967,2026-02-16,South,Telangana,Hyderabad,STR116,P115,Vim Dishwash Bar,Household,Unilever,,,False,66,1318.25,0.0,1736,1670,3.8
102968,2026-02-16,South,Telangana,Hyderabad,STR116,P113,Surf Excel 1kg,Household,Unilever,,,False,34,4808.83,0.0,3017,2983,4.4
102969,2026-02-16,South,Telangana,Hyderabad,STR116,P108,Amul Milk 1L,Dairy,Amul,Festive Combo,Flat Discount,True,153,8962.12,1243.81,1028,875,4.4
102970,2026-02-16,South,Telangana,Hyderabad,STR116,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,69,2717.75,0.0,2228,2159,3.8
102971,2026-02-16,South,Telangana,Hyderabad,STR116,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,80,6728.45,0.0,2122,2042,4.3
102972,2026-02-16,South,Telangana,Hyderabad,STR116,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,20,4133.58,0.0,1555,1535,4.1
102973,2026-02-16,South,Telangana,Hyderabad,STR116,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,29,2712.65,0.0,2449,2420,4.5
102974,2026-02-16,South,Telangana,Hyderabad,STR116,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,84,3792.54,0.0,2134,2050,4.7
102975,2026-02-16,South,Telangana,Hyderabad,STR116,P107,Amul Butter 100g,Dairy,Amul,,,False,69,3647.37,0.0,790,721,4.7
102976,2026-02-16,South,Telangana,Hyderabad,STR116,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,23,2316.44,0.0,2300,2277,4.0
102977,2026-02-16,South,Telangana,Hyderabad,STR116,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,65,2589.06,0.0,2842,2777,4.4
102978,2026-02-16,South,Telangana,Hyderabad,STR116,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,57,3397.71,0.0,1273,1216,4.6
102979,2026-02-16,South,Telangana,Hyderabad,STR116,P117,Britannia Good Day 100g,Snacks,Britannia,Weekend Flash Sale,Flat Discount,True,91,2428.92,291.1,2026,1935,4.2
102980,2026-02-16,South,Telangana,Hyderabad,STR116,P110,Dove Soap 100g,Personal Care,Unilever,,,False,73,4030.28,0.0,1055,982,4.5
102981,2026-02-16,East,West Bengal,Kolkata,STR117,P110,Dove Soap 100g,Personal Care,Unilever,,,False,46,2495.67,0.0,1796,1750,4.4
102982,2026-02-16,East,West Bengal,Kolkata,STR117,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,Clearance Offer,BOGO,True,101,2999.58,1477.41,1559,1458,4.6
102983,2026-02-16,East,West Bengal,Kolkata,STR117,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,21,2028.19,0.0,1158,1137,4.3
102984,2026-02-16,East,West Bengal,Kolkata,STR117,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,64,3792.3,0.0,2041,1977,4.2
102985,2026-02-16,East,West Bengal,Kolkata,STR117,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,31,6585.91,0.0,2214,2183,4.3
102986,2026-02-16,East,West Bengal,Kolkata,STR117,P107,Amul Butter 100g,Dairy,Amul,,,False,85,4377.95,0.0,1454,1369,4.4
102987,2026-02-16,East,West Bengal,Kolkata,STR117,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,29,2919.17,0.0,1102,1073,3.9
102988,2026-02-16,East,West Bengal,Kolkata,STR117,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,110,2209.03,0.0,1378,1268,4.4
102989,2026-02-16,East,West Bengal,Kolkata,STR117,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,95,2844.39,0.0,1318,1223,4.2
102990,2026-02-16,East,West Bengal,Kolkata,STR117,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,78,3077.89,0.0,1402,1324,4.2
102991,2026-02-16,East,West Bengal,Kolkata,STR117,P114,Harpic 500ml,Household,Reckitt,,,False,38,3760.56,0.0,1424,1386,4.1
102992,2026-02-16,East,West Bengal,Kolkata,STR117,P113,Surf Excel 1kg,Household,Unilever,,,False,41,5810.14,0.0,1817,1776,4.7
102993,2026-02-16,East,West Bengal,Kolkata,STR117,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,154,2151.74,0.0,844,690,4.5
102994,2026-02-16,East,West Bengal,Kolkata,STR117,P108,Amul Milk 1L,Dairy,Amul,,,False,137,9140.91,0.0,2044,1907,4.3
102995,2026-02-16,East,West Bengal,Kolkata,STR118,P115,Vim Dishwash Bar,Household,Unilever,,,False,49,966.79,0.0,1127,1078,3.8
102996,2026-02-16,East,West Bengal,Kolkata,STR118,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,64,5412.17,0.0,2566,2502,4.3
102997,2026-02-16,East,West Bengal,Kolkata,STR118,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,31,6577.85,0.0,1654,1623,4.0
102998,2026-02-16,East,West Bengal,Kolkata,STR118,P114,Harpic 500ml,Household,Reckitt,,,False,25,2508.69,0.0,1216,1191,4.1
102999,2026-02-16,East,West Bengal,Kolkata,STR118,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,52,3154.29,0.0,2762,2710,4.4
103000,2026-02-16,East,West Bengal,Kolkata,STR118,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,71,1411.92,0.0,1448,1377,4.0
103001,2026-02-16,East,West Bengal,Kolkata,STR118,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,80,3182.44,0.0,2477,2397,4.4
103002,2026-02-16,East,West Bengal,Kolkata,STR118,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,147,2036.68,0.0,1230,1083,4.5
103003,2026-02-16,East,West Bengal,Kolkata,STR118,P108,Amul Milk 1L,Dairy,Amul,,,False,122,8112.16,0.0,1579,1457,4.7
103004,2026-02-16,East,West Bengal,Kolkata,STR118,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,87,3951.44,0.0,869,782,4.6
103005,2026-02-16,East,West Bengal,Kolkata,STR118,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,86,2596.29,0.0,1649,1563,4.4
103006,2026-02-16,East,West Bengal,Kolkata,STR118,P110,Dove Soap 100g,Personal Care,Unilever,,,False,74,4128.86,0.0,1987,1913,4.4
103007,2026-02-16,East,West Bengal,Kolkata,STR118,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,93,1869.97,0.0,1964,1871,4.3
103008,2026-02-16,East,West Bengal,Kolkata,STR118,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,29,2783.82,0.0,1036,1007,4.3
103009,2026-02-16,East,Odisha,Bhubaneswar,STR119,P120,Cadbury Dairy Milk 55g,Snacks,Mondelez,,,False,100,4451.27,0.0,1954,1854,4.4
103010,2026-02-16,East,Odisha,Bhubaneswar,STR119,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,96,1925.85,0.0,1208,1112,4.3
103011,2026-02-16,East,Odisha,Bhubaneswar,STR119,P113,Surf Excel 1kg,Household,Unilever,,,False,42,5779.61,0.0,1796,1754,4.4
103012,2026-02-16,East,Odisha,Bhubaneswar,STR119,P115,Vim Dishwash Bar,Household,Unilever,,,False,60,1201.5,0.0,832,772,3.9
103013,2026-02-16,East,Odisha,Bhubaneswar,STR119,P111,Colgate Toothpaste 150g,Personal Care,Colgate,,,False,80,6775.09,0.0,1672,1592,4.2
103014,2026-02-16,East,Odisha,Bhubaneswar,STR119,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,70,2843.63,0.0,1743,1673,4.0
103015,2026-02-16,East,Odisha,Bhubaneswar,STR119,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,69,1354.56,0.0,2043,1974,4.1
103016,2026-02-16,East,Odisha,Bhubaneswar,STR119,P112,Head & Shoulders 340ml,Personal Care,P&G,,,False,19,4020.59,0.0,1394,1375,4.1
103017,2026-02-16,East,Odisha,Bhubaneswar,STR119,P110,Dove Soap 100g,Personal Care,Unilever,Weekend Flash Sale,BOGO,True,84,3150.05,1551.51,1409,1325,4.6
103018,2026-02-16,East,Odisha,Bhubaneswar,STR119,P107,Amul Butter 100g,Dairy,Amul,,,False,77,3981.99,0.0,1815,1738,4.7
103019,2026-02-16,East,Odisha,Bhubaneswar,STR119,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,Clearance Offer,BOGO,True,103,2801.32,1379.76,1891,1788,4.6
103020,2026-02-16,East,Odisha,Bhubaneswar,STR119,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,55,3261.76,0.0,1527,1472,4.4
103021,2026-02-16,East,Odisha,Bhubaneswar,STR119,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,175,2484.33,0.0,1907,1732,4.5
103022,2026-02-16,East,Odisha,Bhubaneswar,STR119,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,35,3511.13,0.0,2900,2865,4.1
103023,2026-02-16,East,Odisha,Bhubaneswar,STR120,P110,Dove Soap 100g,Personal Care,Unilever,,,False,51,2766.54,0.0,2146,2095,4.2
103024,2026-02-16,East,Odisha,Bhubaneswar,STR120,P101,Coca Cola 500ml,Soft Drinks,Coca Cola,,,False,81,3186.06,0.0,1108,1027,4.2
103025,2026-02-16,East,Odisha,Bhubaneswar,STR120,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,78,3070.77,0.0,1438,1360,3.9
103026,2026-02-16,East,Odisha,Bhubaneswar,STR120,P118,Real Mixed Fruit Juice 1L,Soft Drinks,Dabur,,,False,28,2796.23,0.0,3106,3078,4.1
103027,2026-02-16,East,Odisha,Bhubaneswar,STR120,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,92,1812.54,0.0,1495,1403,4.1
103028,2026-02-16,East,Odisha,Bhubaneswar,STR120,P113,Surf Excel 1kg,Household,Unilever,,,False,36,5140.16,0.0,2586,2550,4.2
103029,2026-02-16,East,Odisha,Bhubaneswar,STR120,P106,Haldiram's Bhujia 200g,Snacks,Haldiram's,,,False,69,4144.66,0.0,1515,1446,4.1
103030,2026-02-16,East,Odisha,Bhubaneswar,STR120,P107,Amul Butter 100g,Dairy,Amul,,,False,73,3728.36,0.0,1239,1166,4.4
103031,2026-02-16,East,Odisha,Bhubaneswar,STR120,P117,Britannia Good Day 100g,Snacks,Britannia,,,False,54,1632.33,0.0,2658,2604,4.4
103032,2026-02-16,East,Odisha,Bhubaneswar,STR120,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,89,1771.11,0.0,2029,1940,4.2
103033,2026-02-16,East,Odisha,Bhubaneswar,STR120,P102,Sprite 500ml,Soft Drinks,Coca Cola,,,False,66,2591.75,0.0,1403,1337,4.3
103034,2026-02-16,East,Odisha,Bhubaneswar,STR120,P116,Maggi Noodles 70g,Snacks,Nestle,,,False,143,2031.67,0.0,1620,1477,4.3
103035,2026-02-16,East,Odisha,Bhubaneswar,STR120,P119,Bisleri Water 1L,Soft Drinks,Bisleri,,,False,101,2055.88,0.0,745,644,4.2
103036,2026-02-16,East,Odisha,Bhubaneswar,STR120,P115,Vim Dishwash Bar,Household,Unilever,,,False,65,1281.51,0.0,1447,1382,4.0
103037,2026-02-16,East,Bihar,Patna,STR121,P113,Surf Excel 1kg,Household,Unilever,,,False,50,6969.36,0.0,1790,1740,4.3
103038,2026-02-16,East,Bihar,Patna,STR121,P103,Pepsi 500ml,Soft Drinks,PepsiCo,,,False,73,2906.95,0.0,2528,2455,4.1
103039,2026-02-16,East,Bihar,Patna,STR121,P109,Nestle Milkmaid 400g,Dairy,Nestle,,,False,42,4034.06,0.0,1890,1848,4.2
103040,2026-02-16,East,Bihar,Patna,STR121,P115,Vim Dishwash Bar,Household,Unilever,,,False,70,1372.48,0.0,1744,1674,4.0
103041,2026-02-16,East,Bihar,Patna,STR121,P104,Lay's Classic 52g,Snacks,PepsiCo,,,False,108,2155.18,0.0,2166,2058,4.2
103042,2026-02-16,East,Bihar,Patna,STR121,P105,Kurkure Masala 55g,Snacks,PepsiCo,,,False,111,2183.55,0.0,2642,2531,4.1
